vi,ji,e,v,k_R,k_Rerr,k_Q,k_Qerr,P0
2.0,0,40000.0,5.0,2.1193962971146586e-11,3.1052491350995354e-12,2.2504253401225983e-10,1.2471954200893273e-11,29.771729386357958
2.0,0,40000.0,6.0,2.0316172918312985e-11,3.0731854505421898e-12,1.477341262919254e-10,9.584198398445947e-12,29.771729386357958
2.0,0,40000.0,7.0,1.772137810632578e-11,2.8998557841330632e-12,9.932559899431428e-11,7.558683424358918e-12,29.771729386357958
2.0,0,40000.0,8.0,1.5887102163760862e-11,2.5384319223310695e-12,6.89426280595373e-11,6.058633943076131e-12,29.771729386357958
2.0,0,40000.0,9.0,1.4598053949521582e-11,2.4151781038486435e-12,4.30563636842143e-11,4.4529031445109865e-12,29.771729386357958
2.0,0,40000.0,10.0,1.4135570726840185e-11,2.395428829734162e-12,3.148682270572825e-11,3.749892883514782e-12,29.771729386357958
2.0,0,40000.0,11.0,1.3501597067683518e-11,2.1523871338908226e-12,1.9198178870594293e-11,2.6822755816926667e-12,29.771729386357958
2.0,0,40000.0,12.0,1.3390781344296017e-11,2.118243017421453e-12,1.1731212627778108e-11,2.1324789445778085e-12,29.771729386357958
2.0,0,40000.0,13.0,1.1339764702541226e-11,1.8356694609175224e-12,6.145388089235076e-12,1.3523070938550451e-12,29.771729386357958
2.0,0,40000.0,14.0,9.713111551622039e-12,1.5864350639646693e-12,3.4773761023294303e-12,9.260050360398586e-13,29.771729386357958
2.0,0,40000.0,15.0,7.2060569258899425e-12,1.2571224371953752e-12,1.313999095841327e-12,4.924503603168865e-13,29.771729386357958
2.0,0,40000.0,16.0,2.015951836305499e-12,2.5546944678730376e-13,2.758954592050335e-14,2.7586779258914775e-14,29.771729386357958
2.0,0,40000.0,17.0,0.0,0.0,0.0,0.0,29.771729386357958
2.0,0,40000.0,18.0,0.0,0.0,0.0,0.0,29.771729386357958
2.0,0,40000.0,19.0,0.0,0.0,0.0,0.0,29.771729386357958
2.0,0,40000.0,20.0,0.0,0.0,0.0,0.0,29.771729386357958
2.0,0,40000.0,21.0,0.0,0.0,0.0,0.0,29.771729386357958
