vi,ji,e,v,k_R,k_Rerr,k_Q,k_Qerr,P0
1.0,0,15000.0,9.0,3.0771289674768266e-13,2.3946906281735816e-13,8.091465862761836e-13,4.79638753934841e-13,18.231386439200083
1.0,0,15000.0,10.0,1.8353642270904133e-13,1.7086177709045144e-13,7.609515033304055e-13,4.556339601918689e-13,18.231386439200083
1.0,0,15000.0,11.0,1.262249951597142e-13,1.0647489004518904e-13,3.3191333602445817e-13,3.002418558063685e-13,18.231386439200083
1.0,0,15000.0,12.0,1.6326611403938892e-13,1.2509083431680946e-13,2.310293306867836e-13,1.7817088796306364e-13,18.231386439200083
1.0,0,15000.0,13.0,9.383426927608818e-14,9.382283211294464e-14,1.1927007607865233e-13,1.1925547856427666e-13,18.231386439200083
1.0,0,15000.0,14.0,1.606556284601528e-13,1.606365923052829e-13,1.606556284601528e-13,1.606365923052829e-13,18.231386439200083
1.0,0,15000.0,15.0,0.0,0.0,0.0,0.0,18.231386439200083
1.0,0,15000.0,16.0,0.0,0.0,0.0,0.0,18.231386439200083
1.0,0,15000.0,17.0,0.0,0.0,0.0,0.0,18.231386439200083
1.0,0,20000.0,0.0,3.584133868580043e-12,1.0491945499460974e-12,1.4142322351367269e-09,3.1682722254943316e-11,21.051791736744523
1.0,0,20000.0,1.0,3.212129348088297e-12,9.723497257103832e-13,2.1501420580400872e-09,3.169555214638601e-11,21.051791736744523
1.0,0,20000.0,2.0,2.299123605415546e-12,8.152984427204344e-13,9.899952033930972e-10,2.7425435859266103e-11,21.051791736744523
1.0,0,20000.0,3.0,1.8044234125567423e-12,7.182428951281085e-13,5.307107161090472e-10,1.890039090777186e-11,21.051791736744523
1.0,0,20000.0,4.0,1.4622455714595513e-12,6.46409880841086e-13,2.1836606425611215e-10,1.141016258697748e-11,21.051791736744523
1.0,0,20000.0,5.0,1.2932461118683795e-12,5.654172670617626e-13,1.648737246885143e-11,2.674362860879643e-12,21.051791736744523
1.0,0,20000.0,6.0,7.24015100849571e-13,4.2793304472897756e-13,2.8508960941859075e-12,1.2882258369203947e-12,21.051791736744523
1.0,0,20000.0,7.0,7.736280022597087e-13,4.051729872726118e-13,1.8848396846036664e-12,1.0624194747535672e-12,21.051791736744523
1.0,0,20000.0,8.0,4.390747723156104e-13,3.3466496165612517e-13,1.04939086680989e-12,6.117293474277263e-13,21.051791736744523
1.0,0,20000.0,9.0,3.4453336331744107e-13,2.394608076327846e-13,1.1025562378308173e-12,6.327147192115321e-13,21.051791736744523
1.0,0,20000.0,10.0,1.350934833101279e-13,1.2702807096020475e-13,5.547007030482491e-13,4.198673573840479e-13,21.051791736744523
1.0,0,20000.0,11.0,3.4735613499399256e-13,2.7886964618348534e-13,4.788104113697744e-13,3.910625380382754e-13,21.051791736744523
1.0,0,20000.0,12.0,6.365190652872012e-14,6.364409192369832e-14,2.525029365215507e-13,2.4182361450519096e-13,21.051791736744523
1.0,0,20000.0,13.0,3.077568056564114e-13,2.364873976212946e-13,3.009639407280941e-13,2.482426467410969e-13,21.051791736744523
1.0,0,20000.0,14.0,1.9582598996537634e-13,1.6866983144357355e-13,1.0855610550195462e-13,1.0854995672629897e-13,21.051791736744523
1.0,0,20000.0,15.0,0.0,0.0,0.0,0.0,21.051791736744523
1.0,0,20000.0,16.0,0.0,0.0,0.0,0.0,21.051791736744523
1.0,0,20000.0,18.0,0.0,0.0,0.0,0.0,21.051791736744523
1.0,0,25000.0,0.0,2.906750224393994e-11,1.0008659576862538e-12,8.097213774454273e-10,6.223077002969065e-12,23.536618685764555
1.0,0,25000.0,1.0,8.760949270843628e-12,5.822640866370211e-13,6.260934900227039e-10,5.738878591312163e-12,23.536618685764555
1.0,0,25000.0,2.0,4.100445541054745e-12,4.2664079440494215e-13,5.473076882285164e-10,5.455193979440911e-12,23.536618685764555
1.0,0,25000.0,3.0,3.0448796817536046e-12,3.6273523285385277e-13,4.5040571157333094e-10,5.0493668554521e-12,23.536618685764555
1.0,0,25000.0,4.0,2.185570709442505e-12,3.1060326799459773e-13,3.2000373410129817e-10,4.323376412548865e-12,23.536618685764555
1.0,0,25000.0,5.0,1.82777113264941e-12,2.970912287075695e-13,1.434918059582294e-10,2.7452851841931164e-12,23.536618685764555
1.0,0,25000.0,6.0,1.4273372028984512e-12,2.509666679888041e-13,1.5289560378573862e-11,8.180302863541672e-13,23.536618685764555
1.0,0,25000.0,7.0,1.0860413527687719e-12,2.211363837604703e-13,2.5501347940368656e-12,3.61561426355004e-13,23.536618685764555
1.0,0,25000.0,8.0,8.533008163783697e-13,1.9293010215314376e-13,1.6660260973153832e-12,2.932200671226235e-13,23.536618685764555
1.0,0,25000.0,9.0,6.802148303961502e-13,1.7557584862173014e-13,1.0254449359129881e-12,2.231882726607406e-13,23.536618685764555
1.0,0,25000.0,10.0,5.097814350430831e-13,1.4300110921962036e-13,5.985033574564941e-13,1.7163154504855962e-13,23.536618685764555
1.0,0,25000.0,11.0,3.9515481141407487e-13,1.3044771365010993e-13,3.1891906373519914e-13,1.2085397579110491e-13,23.536618685764555
1.0,0,25000.0,12.0,3.100649411378646e-13,1.1116732487269429e-13,2.4599114147724483e-13,1.0075848197647034e-13,23.536618685764555
1.0,0,25000.0,13.0,1.8081351451168515e-13,8.494406984649113e-14,1.1045147043000372e-13,6.416597247086084e-14,23.536618685764555
1.0,0,25000.0,14.0,1.0882175775215542e-13,4.695104156113867e-14,2.7761533660394492e-14,2.2738628733540454e-14,23.536618685764555
1.0,0,25000.0,15.0,4.0542826469906555e-14,3.1854150145571345e-14,2.5790819234875264e-14,2.5790518984700814e-14,23.536618685764555
1.0,0,25000.0,16.0,0.0,0.0,0.0,0.0,23.536618685764555
1.0,0,25000.0,17.0,0.0,0.0,0.0,0.0,23.536618685764555
1.0,0,25000.0,18.0,0.0,0.0,0.0,0.0,23.536618685764555
1.0,0,25000.0,19.0,0.0,0.0,0.0,0.0,23.536618685764555
1.0,0,25000.0,20.0,0.0,0.0,0.0,0.0,23.536618685764555
1.0,0,30000.0,0.0,8.463433604042386e-11,5.239060750893195e-12,1.194135161488936e-09,2.8217080054731008e-11,25.783073963181685
1.0,0,30000.0,1.0,6.473854174190106e-11,4.350540803756808e-12,2.736313367951275e-09,2.8707473973765175e-11,25.783073963181685
1.0,0,30000.0,2.0,4.425327901253163e-11,3.1979382194521144e-12,7.735688832220255e-10,2.3031957361128e-11,25.783073963181685
1.0,0,30000.0,3.0,2.3714780997724124e-11,2.0425669347551955e-12,4.3598343232625016e-10,1.6489888805393408e-11,25.783073963181685
1.0,0,30000.0,4.0,3.686743231228352e-12,7.547985539677051e-13,2.6167422824681247e-10,1.1714752005618337e-11,25.783073963181685
1.0,0,30000.0,5.0,4.819662216708236e-13,3.5370542885861833e-13,1.6239198960696308e-10,8.96214110706214e-12,25.783073963181685
1.0,0,30000.0,6.0,1.4723365368721706e-13,1.0408829778617522e-13,7.731749986197398e-11,5.820872786287825e-12,25.783073963181685
1.0,0,30000.0,7.0,7.361682684360853e-14,7.360918442196547e-14,2.2674912347814306e-11,2.900283694405391e-12,25.783073963181685
1.0,0,30000.0,8.0,1.0960687254059855e-13,1.0959557547217517e-13,6.440725916527319e-13,4.203569186930544e-13,25.783073963181685
1.0,0,30000.0,9.0,8.88305680899989e-14,6.279958240605788e-14,7.361682684360853e-14,7.360918442196547e-14,25.783073963181685
1.0,0,30000.0,10.0,1.5468317515075909e-13,1.546671078475738e-13,5.978978654595161e-13,5.115118989433911e-13,25.783073963181685
1.0,0,30000.0,11.0,7.396040360932037e-14,6.535241012173238e-14,4.460151165105814e-14,4.459683619513555e-14,25.783073963181685
1.0,0,30000.0,12.0,1.178747617289548e-13,1.178625156365911e-13,0.0,0.0,25.783073963181685
1.0,0,30000.0,14.0,2.230075582552907e-14,2.2298418097567776e-14,1.480509468166648e-14,1.480354918401817e-14,25.783073963181685
1.0,0,40000.0,0.0,1.671756615456642e-11,2.451931135826508e-12,1.1635118876494097e-09,2.893250827188909e-11,29.771729386357958
1.0,0,40000.0,1.0,2.231278144682519e-11,2.699233343645929e-12,2.2427384197385063e-09,2.9869226996656655e-11,29.771729386357958
1.0,0,40000.0,2.0,2.2147650161998046e-11,2.6932171867628214e-12,7.941727060886188e-10,2.54918737626343e-11,29.771729386357958
1.0,0,40000.0,3.0,2.1529184228479547e-11,2.648163257448047e-12,4.080161691122291e-10,1.648517683893134e-11,29.771729386357958
1.0,0,40000.0,4.0,1.7522415262902196e-11,2.4907531177263766e-12,2.5205729050142524e-10,1.2288231506990625e-11,29.771729386357958
1.0,0,40000.0,5.0,1.6469296452897573e-11,2.426331568016375e-12,1.6471246686729596e-10,9.354595687129395e-12,29.771729386357958
1.0,0,40000.0,6.0,1.5391907101517864e-11,2.2992689656043914e-12,1.0710078886523853e-10,7.243976035886061e-12,29.771729386357958
1.0,0,40000.0,7.0,1.6582168748982502e-11,2.195059699509863e-12,7.473005560131744e-11,5.697155428658759e-12,29.771729386357958
1.0,0,40000.0,8.0,1.5080545936065313e-11,1.8857052498577432e-12,5.092949556579378e-11,4.350307066832594e-12,29.771729386357958
1.0,0,40000.0,9.0,1.135403725235808e-11,1.5728766296210335e-12,3.0001342185524494e-11,3.2395110784540457e-12,29.771729386357958
1.0,0,40000.0,10.0,8.00910845118931e-12,1.1349899162183646e-12,1.5381583243553766e-11,2.0982970839445334e-12,29.771729386357958
1.0,0,40000.0,11.0,5.989089382874337e-12,9.429276077068294e-13,5.758850137364415e-12,1.0382660232626427e-12,29.771729386357958
1.0,0,40000.0,12.0,2.7568019272746167e-12,4.914545480650872e-13,5.837117144516962e-13,2.1296837014016506e-13,29.771729386357958
1.0,0,40000.0,13.0,4.864261280716985e-14,7.967051878464527e-15,1.3146652110045905e-15,1.3145332893534627e-15,29.771729386357958
1.0,0,40000.0,14.0,0.0,0.0,0.0,0.0,29.771729386357958
1.0,0,40000.0,16.0,0.0,0.0,0.0,0.0,29.771729386357958
2.0,0,300.0,0.0,3.9218251638425246e-14,3.921689608300468e-14,1.546016898820596e-09,1.1436603771532512e-11,2.5783073963181686
2.0,0,300.0,1.0,0.0,0.0,9.561928184097983e-10,1.0950540454656823e-11,2.5783073963181686
2.0,0,300.0,2.0,0.0,0.0,7.527394353905912e-10,7.555122527223872e-12,2.5783073963181686
2.0,0,300.0,3.0,3.114423815008356e-14,3.1143169572150115e-14,3.9921923918524994e-13,2.487270057370616e-13,2.5783073963181686
2.0,0,300.0,4.0,2.3563528791421556e-14,2.356271320452581e-14,1.4871638929339737e-13,1.0599078748547236e-13,2.5783073963181686
2.0,0,300.0,5.0,0.0,0.0,2.8570176176279915e-13,2.042630351077759e-13,2.5783073963181686
2.0,0,300.0,6.0,3.114423815008356e-14,3.1143169572150115e-14,1.5638072619357614e-13,1.56375337898899e-13,2.5783073963181686
2.0,0,300.0,7.0,1.9609125819212623e-14,1.960844804150234e-14,5.479037071346702e-14,4.330115938789262e-14,2.5783073963181686
2.0,0,300.0,8.0,0.0,0.0,1.7252541089861292e-13,1.1276115159581198e-13,2.5783073963181686
2.0,0,300.0,9.0,0.0,0.0,7.835389950488857e-14,7.835119407360557e-14,2.5783073963181686
2.0,0,300.0,11.0,0.0,0.0,0.0,0.0,2.5783073963181686
2.0,0,600.0,0.0,6.766413807972082e-14,6.765700465098562e-14,2.1913912716912765e-09,2.8224121693977138e-11,3.6462772878400167
2.0,0,600.0,1.0,8.338469312827786e-14,8.33760266320607e-14,1.3838873953424339e-09,2.7167097716161267e-11,3.6462772878400167
2.0,0,600.0,2.0,7.594602077747799e-14,7.59380327658043e-14,6.656244097579742e-10,1.6928277946827736e-11,3.6462772878400167
2.0,0,600.0,3.0,0.0,0.0,2.3799846173080955e-12,1.308953235410155e-12,3.6462772878400167
2.0,0,600.0,4.0,8.01939179257809e-14,8.018547988952667e-14,1.9267379001438247e-12,1.1333947103820872e-12,3.6462772878400167
2.0,0,600.0,5.0,0.0,0.0,7.813865921804782e-13,5.698984200084662e-13,3.6462772878400167
2.0,0,600.0,6.0,0.0,0.0,1.2239884393117857e-12,9.281190245698408e-13,3.6462772878400167
2.0,0,600.0,7.0,0.0,0.0,7.166308969999658e-13,7.165560237884821e-13,3.6462772878400167
2.0,0,600.0,8.0,2.1158426088615236e-14,2.1156194069400353e-14,7.983740557898623e-13,7.388264541302824e-13,3.6462772878400167
2.0,0,600.0,9.0,0.0,0.0,0.0,0.0,3.6462772878400167
2.0,0,600.0,10.0,3.7973010388738994e-14,3.796901638290215e-14,1.5258902290902865e-13,1.525728997636509e-13,3.6462772878400167
2.0,0,600.0,11.0,0.0,0.0,0.0,0.0,3.6462772878400167
2.0,0,1500.0,0.0,1.3040616694252771e-14,1.3039276101425352e-14,2.478066173831897e-09,3.3483849286763345e-11,5.765270605057916
2.0,0,1500.0,1.0,0.0,0.0,1.6140952969932088e-09,3.2133993832647405e-11,5.765270605057916
2.0,0,1500.0,2.0,1.8173731548447349e-13,1.4865498557883406e-13,4.562860415238033e-10,2.0098102631550146e-11,5.765270605057916
2.0,0,1500.0,3.0,1.676463295811956e-13,1.6762786131811735e-13,5.8170409466559844e-12,2.3207134229619603e-12,5.765270605057916
2.0,0,1500.0,4.0,1.1286398505488517e-13,7.978913656694682e-14,3.926591622473848e-12,1.8743367431198946e-12,5.765270605057916
2.0,0,1500.0,5.0,0.0,0.0,3.2197818294399453e-12,1.7319741528778332e-12,5.765270605057916
2.0,0,1500.0,6.0,9.83827594592187e-14,9.837185885273993e-14,1.4352414307553469e-12,8.34750475911448e-13,5.765270605057916
2.0,0,1500.0,7.0,1.8106747477780622e-13,1.8104759243811679e-13,1.9246824827278905e-12,1.348937098054156e-12,5.765270605057916
2.0,0,1500.0,8.0,0.0,0.0,7.709839307754932e-13,6.317545089055925e-13,5.765270605057916
2.0,0,1500.0,9.0,0.0,0.0,8.388920364635593e-13,6.598710993004268e-13,5.765270605057916
2.0,0,1500.0,10.0,2.8215996263721294e-14,2.8212858189278655e-14,6.406000598390974e-14,6.405281659442504e-14,5.765270605057916
2.0,0,1500.0,11.0,0.0,0.0,1.9162868287031188e-13,1.9160723689054946e-13,5.765270605057916
2.0,0,1500.0,12.0,0.0,0.0,1.6945727226925933e-13,1.6943838582343623e-13,5.765270605057916
2.0,0,3000.0,0.0,1.6281823444107314e-13,1.6279975250863486e-13,2.7413104184858216e-09,4.04454291170375e-11,8.153323880423844
2.0,0,3000.0,1.0,1.4374061992748997e-13,1.4372416677312023e-13,1.9227927904221483e-09,3.872027901324021e-11,8.153323880423844
2.0,0,3000.0,2.0,6.383036772500112e-14,6.382279726091412e-14,1.3140404643408275e-09,2.9646223901227326e-11,8.153323880423844
2.0,0,3000.0,3.0,1.2766073545000224e-13,9.024835795189438e-14,1.1691235107666576e-11,3.5702862631563755e-12,8.153323880423844
2.0,0,3000.0,4.0,2.795770973137701e-13,2.795447960652218e-13,7.062817532933105e-12,2.7558848612902283e-12,8.153323880423844
2.0,0,3000.0,5.0,1.9077614513583203e-14,1.9075585735514662e-14,5.280365974782364e-12,2.402397626446622e-12,8.153323880423844
2.0,0,3000.0,6.0,1.8888914966335744e-13,1.3912205703430542e-13,2.2678489956037783e-12,1.2946917018816168e-12,8.153323880423844
2.0,0,3000.0,7.0,8.49057675748871e-14,8.489572133837618e-14,1.6651206833473117e-12,1.1047193871257367e-12,8.153323880423844
2.0,0,3000.0,8.0,1.0265843836446352e-13,1.0264668918692982e-13,7.677659569550399e-13,6.013828715929785e-13,8.153323880423844
2.0,0,3000.0,9.0,9.241140074525821e-14,9.240082217965531e-14,5.116197242230815e-13,3.593221793554095e-13,8.153323880423844
2.0,0,3000.0,10.0,8.49057675748871e-14,8.489572133837618e-14,3.0833205162806813e-13,2.727624678284927e-13,8.153323880423844
2.0,0,3000.0,11.0,0.0,0.0,7.436806764994411e-14,7.435925929964515e-14,8.153323880423844
2.0,0,3000.0,12.0,0.0,0.0,7.2997365425527e-14,6.095423499082722e-14,8.153323880423844
2.0,0,3000.0,14.0,0.0,0.0,0.0,0.0,8.153323880423844
2.0,0,3000.0,17.0,0.0,0.0,0.0,0.0,8.153323880423844
2.0,0,6000.0,0.0,1.3375711984556304e-12,7.38317347593108e-13,2.488007085430538e-09,4.5146564486414183e-11,11.530541210115832
2.0,0,6000.0,1.0,9.25430775856215e-13,4.859361508907609e-13,2.296963922720211e-09,4.5078344980943363e-11,11.530541210115832
2.0,0,6000.0,2.0,1.00940831815336e-12,5.434986617321735e-13,2.3353687665466823e-09,4.294484447130841e-11,11.530541210115832
2.0,0,6000.0,3.0,6.92172695223365e-13,5.364324954625151e-13,1.341776190050172e-10,1.2048933141584159e-11,11.530541210115832
2.0,0,6000.0,4.0,7.555235368638777e-13,4.619596592873928e-13,9.938638282633082e-12,3.5745578030516014e-12,11.530541210115832
2.0,0,6000.0,5.0,5.736385306991105e-13,4.822467549153241e-13,4.659666994597096e-12,2.009854222565285e-12,11.530541210115832
2.0,0,6000.0,6.0,6.320913806994014e-13,3.891597741122619e-13,2.945610704291424e-12,1.4211999090081778e-12,11.530541210115832
2.0,0,6000.0,7.0,1.848019735358421e-13,1.8477952118068012e-13,2.6174349020502577e-12,1.3191453083169454e-12,11.530541210115832
2.0,0,6000.0,8.0,1.8761516273358285e-13,1.3263124977800076e-13,1.2047229002332522e-12,7.744674653223622e-13,11.530541210115832
2.0,0,6000.0,9.0,2.027755203876093e-13,2.0275058603753042e-13,1.2080858579052888e-12,6.379886501460783e-13,11.530541210115832
2.0,0,6000.0,10.0,2.139998637005583e-13,2.139757957857658e-13,3.2930326220412454e-13,3.1231462987524204e-13,11.530541210115832
2.0,0,6000.0,11.0,6.206414833742219e-14,6.205655685695377e-14,2.299510993651834e-13,2.299232925258486e-13,11.530541210115832
2.0,0,6000.0,12.0,1.8606194154781492e-13,1.8604094782885673e-13,3.736771042813977e-13,3.736329867362923e-13,11.530541210115832
2.0,0,6000.0,14.0,0.0,0.0,0.0,0.0,11.530541210115832
2.0,0,6000.0,15.0,0.0,0.0,0.0,0.0,11.530541210115832
2.0,0,10000.0,0.0,2.7189699597922175e-12,1.0274857335693899e-12,1.6746031765601129e-09,3.77194560459905e-11,14.885864693178979
2.0,0,10000.0,1.0,2.2168414791143294e-12,8.434011844940989e-13,1.8859154830938236e-09,4.325416439909557e-11,14.885864693178979
2.0,0,10000.0,2.0,1.8692421392155e-12,8.06341061012712e-13,3.986703898629275e-09,4.1293846320818786e-11,14.885864693178979
2.0,0,10000.0,3.0,1.2013074926205004e-12,6.155500450533585e-13,5.639242935710471e-10,2.5565203024120285e-11,14.885864693178979
2.0,0,10000.0,4.0,9.702330775908823e-13,5.696508061893441e-13,4.112080174923037e-11,6.091107090198171e-12,14.885864693178979
2.0,0,10000.0,5.0,1.0878123306557922e-12,5.927684762727838e-13,6.0383646030959896e-12,2.0628757895343717e-12,14.885864693178979
2.0,0,10000.0,6.0,7.259140043329688e-13,5.24801384457055e-13,4.5083994057023886e-12,1.8703233404035978e-12,14.885864693178979
2.0,0,10000.0,7.0,3.9702991337135776e-13,2.5055306039892204e-13,2.1848861666792846e-12,1.2387304604717131e-12,14.885864693178979
2.0,0,10000.0,8.0,3.1246504812369825e-13,2.5546776746128355e-13,1.4350875171012799e-12,8.848425566425915e-13,14.885864693178979
2.0,0,10000.0,9.0,6.02069579267293e-13,4.683747926923465e-13,1.2333512768735646e-12,6.997799604112437e-13,14.885864693178979
2.0,0,10000.0,10.0,6.173953958063464e-14,6.173178092027344e-14,9.006272404585072e-13,6.496098100120115e-13,14.885864693178979
2.0,0,10000.0,11.0,1.4188900186959324e-13,1.4187202366373598e-13,4.601048849482978e-13,3.2807564597641883e-13,14.885864693178979
2.0,0,10000.0,12.0,1.353742889608313e-13,1.353576961421393e-13,3.9288817096110725e-13,3.476245949701348e-13,14.885864693178979
2.0,0,10000.0,13.0,1.9432180666931283e-14,1.3737365627085475e-14,1.543488489515866e-14,1.543294523006836e-14,14.885864693178979
2.0,0,10000.0,14.0,1.9432180666931283e-14,1.9429874860851742e-14,2.009074169129514e-14,2.0088272560484573e-14,14.885864693178979
2.0,0,10000.0,15.0,0.0,0.0,0.0,0.0,14.885864693178979
2.0,0,10000.0,16.0,0.0,0.0,0.0,0.0,14.885864693178979
2.0,0,10000.0,17.0,0.0,0.0,0.0,0.0,14.885864693178979
2.0,0,10000.0,18.0,0.0,0.0,0.0,0.0,14.885864693178979
2.0,0,15000.0,0.0,5.892131150151172e-12,1.5119050327032666e-12,1.1756348844199888e-09,2.923611140397379e-11,18.231386439200083
2.0,0,15000.0,1.0,3.760992679350046e-12,1.19441054779502e-12,1.368075864776854e-09,3.459907782343259e-11,18.231386439200083
2.0,0,15000.0,2.0,2.742273440326394e-12,1.0302132962031796e-12,2.179831541322544e-09,3.3936932408109505e-11,18.231386439200083
2.0,0,15000.0,3.0,2.2642989132948674e-12,9.275776210077501e-13,9.554496819194264e-10,2.953742673818526e-11,18.231386439200083
2.0,0,15000.0,4.0,1.994580787305229e-12,8.557115428814033e-13,3.452065078871893e-10,1.7082249485057302e-11,18.231386439200083
2.0,0,15000.0,5.0,1.2785732828889426e-12,6.593046458521389e-13,3.4024071356169225e-11,4.459861123480824e-12,18.231386439200083
2.0,0,15000.0,6.0,1.0585181875110157e-12,5.624148085948686e-13,3.488790437121406e-12,1.5711153549607272e-12,18.231386439200083
2.0,0,15000.0,7.0,1.0252542776585788e-12,5.865292211630046e-13,2.838006413258693e-12,1.337818322628376e-12,18.231386439200083
2.0,0,15000.0,8.0,8.047594342482964e-13,5.375286304565743e-13,1.825200443451044e-12,1.037611366470527e-12,18.231386439200083
2.0,0,15000.0,9.0,5.754571710888788e-13,4.2351442163446195e-13,1.064372034212814e-12,6.624543009089846e-13,18.231386439200083
2.0,0,15000.0,10.0,4.937936049009748e-13,3.496532584460873e-13,6.004836515148146e-13,4.873765775382916e-13,18.231386439200083
2.0,0,15000.0,11.0,1.6382386085989712e-13,1.3555670675190541e-13,6.90402696721167e-13,5.671149545508445e-13,18.231386439200083
2.0,0,15000.0,12.0,2.119365139054293e-13,1.6331858829444152e-13,2.2253263229667882e-13,1.7002049462860624e-13,18.231386439200083
2.0,0,15000.0,13.0,2.074362960594274e-14,2.074129768197315e-14,4.2501855500819356e-13,4.2497405743648515e-13,18.231386439200083
2.0,0,15000.0,14.0,2.983313480533386e-13,2.495107409609717e-13,2.0212319631899367e-13,2.0209854409690562e-13,18.231386439200083
2.0,0,15000.0,15.0,0.0,0.0,0.0,0.0,18.231386439200083
2.0,0,15000.0,16.0,0.0,0.0,0.0,0.0,18.231386439200083
2.0,0,15000.0,17.0,0.0,0.0,0.0,0.0,18.231386439200083
2.0,0,15000.0,18.0,0.0,0.0,0.0,0.0,18.231386439200083
2.0,0,15000.0,19.0,0.0,0.0,0.0,0.0,18.231386439200083
2.0,0,20000.0,0.0,1.199802657851976e-10,5.6721302904289195e-12,9.67158080182118e-10,2.6160244085319078e-11,21.051791736744523
2.0,0,20000.0,1.0,2.6641674461284275e-11,2.8336821363655227e-12,1.1613471473467632e-09,3.1339881453468374e-11,21.051791736744523
2.0,0,20000.0,2.0,3.652852681371454e-12,1.183054867351642e-12,1.8081610519470223e-09,3.15274926438198e-11,21.051791736744523
2.0,0,20000.0,3.0,2.935625162077729e-12,1.1285516298033999e-12,8.780040778740331e-10,2.7696825021012954e-11,21.051791736744523
2.0,0,20000.0,4.0,1.9325819670871916e-12,9.000627981561909e-13,4.6281869481870516e-10,1.902004479471704e-11,21.051791736744523
2.0,0,20000.0,5.0,1.3059789244111611e-12,7.322275320860463e-13,1.8286634354510559e-10,1.1322605385233116e-11,21.051791736744523
2.0,0,20000.0,6.0,1.447784451423356e-12,7.274818848547695e-13,3.42978590420906e-11,4.319035723549002e-12,21.051791736744523
2.0,0,20000.0,7.0,1.1374264612805673e-12,6.424095150306057e-13,1.6693694753391544e-12,9.008907396971719e-13,21.051791736744523
2.0,0,20000.0,8.0,7.477257855866403e-13,4.630184593273791e-13,1.076347719245016e-12,6.556525669696342e-13,21.051791736744523
2.0,0,20000.0,9.0,4.894184658225093e-13,3.219215291579986e-13,5.901448295402628e-13,4.562174888065937e-13,21.051791736744523
2.0,0,20000.0,10.0,3.508198144157334e-13,2.6384000524253215e-13,8.915633146740187e-13,6.953957222354979e-13,21.051791736744523
2.0,0,20000.0,11.0,3.1019644021772376e-13,2.2386007867706815e-13,9.984273032890958e-13,6.744811528403243e-13,21.051791736744523
2.0,0,20000.0,12.0,5.614836461575991e-14,3.969397638774493e-14,4.251197874823458e-13,4.250725588533623e-13,21.051791736744523
2.0,0,20000.0,13.0,3.9984808638758686e-15,2.8267427351761922e-15,1.5014570465907374e-13,1.5012844293291115e-13,21.051791736744523
2.0,0,20000.0,14.0,1.972187977868447e-13,1.971963446432085e-13,1.6290590829943586e-13,1.6288730642574696e-13,21.051791736744523
2.0,0,20000.0,15.0,0.0,0.0,0.0,0.0,21.051791736744523
2.0,0,20000.0,16.0,0.0,0.0,0.0,0.0,21.051791736744523
2.0,0,20000.0,17.0,0.0,0.0,0.0,0.0,21.051791736744523
2.0,0,20000.0,18.0,0.0,0.0,0.0,0.0,21.051791736744523
2.0,0,30000.0,0.0,8.952705815563215e-11,6.464476382630852e-12,8.136684887446092e-10,2.3553547498624574e-11,25.783073963181685
2.0,0,30000.0,1.0,8.313421369315021e-11,6.1782421542071155e-12,1.0331938496042855e-09,2.969747307950348e-11,25.783073963181685
2.0,0,30000.0,2.0,6.282153022519374e-11,5.125467093080977e-12,2.3041142850777006e-09,2.968097658858973e-11,25.783073963181685
2.0,0,30000.0,3.0,5.681323786704987e-11,4.585582108566912e-12,7.248534998858486e-10,2.511502080102204e-11,25.783073963181685
2.0,0,30000.0,4.0,4.792930498472886e-11,4.132546987922763e-12,4.0092415625776674e-10,1.7171011414479622e-11,25.783073963181685
2.0,0,30000.0,5.0,3.9519814217646973e-11,3.379945737062703e-12,2.2377673372962766e-10,1.2294441762976088e-11,25.783073963181685
2.0,0,30000.0,6.0,2.440438367121864e-11,2.4117478452221507e-12,1.3093602746171893e-10,8.918992078788848e-12,25.783073963181685
2.0,0,30000.0,7.0,1.2887102914360725e-11,1.4613020775414499e-12,7.56835499233584e-11,6.401122651475419e-12,25.783073963181685
2.0,0,30000.0,8.0,2.406590289908441e-12,5.472374206768567e-13,3.6798567413676835e-11,4.174531329553823e-12,25.783073963181685
2.0,0,30000.0,9.0,6.96967110812604e-14,6.968957550805704e-14,9.085310964834276e-12,1.735236977089775e-12,25.783073963181685
2.0,0,30000.0,10.0,4.595457762091018e-14,4.59499244003375e-14,1.9049067279532018e-13,1.495141330245648e-13,25.783073963181685
2.0,0,30000.0,11.0,1.8326413484195253e-13,1.8324563405027515e-13,1.48935904010884e-13,1.4892086529685454e-13,25.783073963181685
2.0,0,30000.0,12.0,0.0,0.0,0.0,0.0,25.783073963181685
2.0,0,30000.0,13.0,0.0,0.0,0.0,0.0,25.783073963181685
2.0,0,30000.0,14.0,0.0,0.0,0.0,0.0,25.783073963181685
2.0,0,40000.0,0.0,1.6130863864166372e-11,2.3541816003269057e-12,7.873298301968362e-10,2.2971414792757357e-11,29.771729386357958
2.0,0,40000.0,1.0,2.371118614395543e-11,2.696832944516865e-12,1.0527831846296582e-09,3.0392260066123006e-11,29.771729386357958
2.0,0,40000.0,2.0,2.5315221994408535e-11,2.915618861018056e-12,2.013319448671012e-09,3.070883960855679e-11,29.771729386357958
2.0,0,40000.0,3.0,2.4171569318272287e-11,3.032439734569079e-12,7.038580989556041e-10,2.5351529903050658e-11,29.771729386357958
2.0,0,40000.0,4.0,2.2983035473335987e-11,2.9977435964363227e-12,3.7268733326093605e-10,1.7148895380649954e-11,29.771729386357958
